%OpenBCI Raw EEG Data
%Number of channels = 8
%Sample Rate = 256 Hz
%Board = OpenBCI_GUI$BoardShim
%Generated by NeuroBIDS-Flow sample generator
 Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Other, Other, Timestamp, Marker
  2056,     1805,     1479,     1120,      699,      814,     1437,     2298,     2083, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.031250, 
  2057,      872,      101,      850,      266,      993,       -9,     1658,     1060, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.035156, 
  2058,     1575,     -361,     1002,      487,     1584,       -1,      831,       98, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.039062, 
  2059,      714,     -372,     -776,     -548,     1067,      163,     1105,      774, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.042969, 
  2060,      917,      131,     -893,      599,     -106,     -975,    -1017,      453, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.046875, 
  2061,      562,     -999,      -36,      714,      507,     -869,      509,      343, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.050781, 
  2062,     -878,      438,     -555,     -689,    -1139,    -1545,      132,     -361, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.054688, 
  2063,     -943,     -913,     -811,     -904,     -736,     -152,    -1378,    -1006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.058594, 
  2064,    -1032,     -499,       86,    -1453,     -185,     -752,     -913,    -1720, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.062500, 
  2065,    -1491,    -1341,      -70,     -529,      183,     -833,     -479,    -1323, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.066406, 
  2066,      293,     -498,    -1508,     -898,    -1395,     -931,     -504,    -2189, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.070312, 
  2067,     -856,     -438,     -587,    -1853,     -903,     -896,     -162,     -926, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.074219, 
  2068,     -517,    -1952,    -1875,     1130,     -824,    -1149,      322,    -2193, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.078125, 
  2069,    -1610,    -1173,    -1783,    -1911,     -779,      -75,     -842,    -1281, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.082031, 
  2070,      -16,     -671,    -1165,    -1532,    -1382,    -1749,    -1407,     -425, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.085938, 
  2071,     -655,     -733,     -416,      249,      -44,    -1348,       43,     -900, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.089844, 
  2072,      673,      412,     -610,      268,    -1028,      739,      516,     -565, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.093750, 
  2073,     -413,     -354,      348,     -433,      809,      225,      677,        8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.097656, 
  2074,     1155,      741,      251,     -260,     1167,    -1096,      319,      301, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.101562, 
  2075,     1093,      787,     1209,      769,       33,      676,     1512,      896, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.105469, 
  2076,      321,      562,     1000,      888,     -217,     -432,      131,      802, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.109375, 
  2077,     1720,     1276,       71,      296,      747,     1641,     1502,      859, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.113281, 
  2078,     1628,     -175,     1461,     1524,      508,     1474,     -274,     -542, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.117188, 
  2079,     1222,      852,      315,     1277,      753,     2301,     -984,     1042, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.121094, 
  2080,      210,      357,     1153,     1774,      938,      676,     -268,     2047, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.125000, 
  2081,     1344,      735,      477,      774,      183,       -9,       76,     1366, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.128906, 
  2082,      734,      374,     1578,     1233,     1803,      327,      362,     1528, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.132812, 
  2083,      563,      570,     1021,      377,      100,      183,     -398,      321, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.136719, 
  2084,      389,      345,     -125,      702,      967,      598,      153,      583, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.140625, 
  2085,      107,      221,     -130,      368,     -469,    -1101,      327,      832, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.144531, 
  2086,     -671,       28,     2103,      478,      -49,      -94,      -46,      554, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.148438, 
  2087,    -1321,       80,    -1150,       43,       -2,     -985,     -543,      583, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.152344, 
  2088,    -1655,    -1344,     -983,    -1767,     -409,     -844,      210,     -907, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.156250, 
  2089,     -464,     -323,    -1115,    -1085,     -835,      262,    -1247,     -862, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.160156, 
  2090,    -2417,    -1806,    -1568,     -735,    -1121,     -117,     -944,    -1354, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.164062, 
  2091,     -381,    -2744,    -1576,     -555,    -1141,     -379,    -1177,     -433, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.167969, 
  2092,     -555,      428,     -967,     -341,    -1347,     -467,     -345,     -811, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.171875, 
  2093,    -1070,    -1497,     -547,     -498,     -643,    -1044,     -992,     -848, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.175781, 
  2094,      -98,    -1087,    -1856,    -1260,      441,     -819,     -313,    -1161, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.179688, 
  2095,     -834,    -1911,     -996,      -44,     -419,    -1715,      133,    -1213, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.183594, 
  2096,     -212,     -798,    -1033,    -1036,      -93,    -1321,     -552,     -549, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.187500, 
  2097,    -1611,     -158,    -1083,      550,      428,     -212,    -1059,      320, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.191406, 
  2098,    -1587,       79,      584,      809,     -386,     -834,       99,      780, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.195312, 
  2099,      -22,     -674,     -377,      128,    -1075,      598,      -49,      945, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.199219, 
  2100,      630,       48,     -572,      -88,      348,      313,      272,     -258, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.203125, 
  2101,     1174,      784,     1127,       69,     1110,      337,     -764,     -582, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.207031, 
  2102,      575,      854,     1534,      -39,     2043,      287,      -43,      939, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.210938, 
  2103,      976,      897,      970,      191,      153,     1113,     1682,     1308, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.214844, 
  2104,     1406,     1388,      247,      757,     1616,     1333,      561,      805, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.218750, 
  2105,      807,      820,      707,      518,     1068,      302,     1951,      542, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.222656, 
  2106,     1248,     1789,      415,     -225,      593,      502,      621,      129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.226562, 
  2107,        7,      568,      731,      440,       62,      638,     1297,      909, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.230469, 
  2108,     -482,     1095,     1109,      691,      237,      844,      620,      806, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.234375, 
  2109,       97,      945,      438,      227,      840,      662,     1004,      497, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.238281, 
  2110,      774,     -845,      252,     -346,     1075,      185,      146,     -569, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.242188, 
  2111,     -438,      334,     -305,    -1566,    -1789,      513,      190,     -640, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.246094, 
  2112,      256,     -609,      266,      588,      163,     -271,      602,     -185, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.250000, 
  2113,    -1076,    -1064,     -140,     -414,     -772,    -1325,     -166,      437, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.253906, 
  2114,     -963,     -856,    -1805,     -356,     -894,      325,    -1178,      226, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.257812, 
  2115,     -559,     -613,    -1917,     -600,     -442,      -64,    -2170,     -745, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.261719, 
  2116,    -1276,    -1879,    -1051,     -495,      460,    -1753,    -1135,    -1764, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.265625, 
  2117,    -1220,     -867,     -234,     -724,    -1367,     -766,     -868,      335, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.269531, 
  2118,    -2640,    -1035,     -106,     -823,     -954,      -17,    -1088,      291, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.273438, 
  2119,     -277,     -143,     -328,     -328,    -1897,    -1044,    -1756,     -399, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.277344, 
  2120,     -820,    -1165,     -841,      -84,     -446,     -222,     -983,     -675, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.281250, 
  2121,    -1230,      202,      386,      332,    -1059,      149,     -508,     -467, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.285156, 
  2122,      813,     -156,     -901,     -974,      641,     -236,      161,      512, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.289062, 
  2123,     -740,     -233,     -439,      -43,       30,     1227,     -715,      410, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.292969, 
  2124,     -339,      861,     -947,    -1070,     -183,      442,     1315,      -71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.296875, 
  2125,     -421,     1514,       -7,      -99,       38,      292,      879,     1849, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.300781, 
  2126,     1168,      286,     -150,      295,      672,      315,      247,     -517, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.304688, 
  2127,     1568,      109,     1638,     1103,     1069,      574,      522,      214, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.308594, 
  2128,     1643,     1035,     1647,      668,      -36,      369,     1459,      300, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.312500, 
  2129,     1733,     -110,      887,     1296,      745,       97,       21,      790, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.316406, 
  2130,      490,       18,     1204,      659,      889,      287,      223,     1462, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.320312, 
  2131,     2006,     1761,      478,      496,     1026,      788,      -58,     1195, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.324219, 
  2132,      692,     1207,     -878,      285,     1700,     1363,      626,      618, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.328125, 
  2133,     -320,      138,      202,     1177,     -242,      933,      163,     -502, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.332031, 
  2134,      275,     2665,     1063,      307,     1203,      675,      402,      854, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.335938, 
  2135,      594,     -551,      669,    -1252,      620,     1798,      481,     -743, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.339844, 
  2136,     -265,      583,      -96,      593,     -166,     1296,     -581,     -455, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.343750, 
  2137,       46,     -586,      444,     -675,      489,     -664,     1085,     -437, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.347656, 
  2138,       92,      928,     -583,     -137,     -524,      205,      792,    -1113, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.351562, 
  2139,     -191,     -823,    -1232,    -1224,    -1683,    -1263,     -482,    -1282, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.355469, 
  2140,     -198,     -829,     -141,     -628,    -2942,     -458,      675,     -251, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.359375, 
  2141,     -892,    -1985,    -1182,    -2698,    -1588,    -1693,     -171,       56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.363281, 
  2142,    -1346,      539,     -169,     -881,    -1223,    -1266,      231,     -989, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.367188, 
  2143,    -1880,    -1308,    -2234,    -1481,     -778,     -475,    -1446,    -2099, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.371094, 
  2144,     -935,     -553,    -1258,    -1726,     -475,    -1181,     -746,     -629, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.375000, 
  2145,    -1165,     -802,     -404,     -292,     -978,    -1529,      -38,    -1146, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.378906, 
  2146,     -765,    -1056,     -354,     -765,    -1632,    -1147,     -469,     -254, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.382812, 
  2147,    -1915,    -2021,     -674,     -689,     -781,    -1159,     -341,      -82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.386719, 
  2148,    -1353,     -487,     -141,     -820,     -480,      -57,     -137,    -1306, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.390625, 
  2149,      219,     -304,      -28,      477,     1043,      684,      361,      -58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.394531, 
  2150,    -1001,      310,     -902,     -195,      470,      -35,      362,      858, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.398438, 
  2151,      182,     1749,       65,     1308,     -801,     1000,     1500,      605, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.402344, 
  2152,      -52,      937,      657,     1329,      293,      119,      -64,      121, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.406250, 
  2153,       68,     1246,     1008,     1625,     1136,      601,      775,     1444, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.410156, 
  2154,      850,      588,      749,     1443,      807,     1990,     1256,      -20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.414062, 
  2155,      889,      -11,      499,      463,     -219,      750,      -26,     1288, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.417969, 
  2156,     1261,      707,        0,      930,     1444,     1612,      551,      740, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.421875, 
  2157,      126,      372,     1370,      729,     1109,      382,      820,     1304, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.425781, 
  2158,      191,      751,     1216,     1347,      679,      771,     1586,      712, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.429688, 
  2159,     1410,      324,     1319,      649,      115,       80,      500,      993, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.433594, 
  2160,      338,     -636,     -234,      325,     1169,      533,      715,     1343, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.437500, 
  2161,      537,     1142,      374,     1405,     -925,      452,      533,      631, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.441406, 
  2162,     -255,      -16,     -386,     -141,     -965,      585,    -2105,      341, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.445312, 
  2163,      164,     -362,     -109,     -560,     -634,     -529,     -436,        4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.449219, 
  2164,    -2021,    -1093,     1599,     -621,     -148,     -463,    -1001,    -1795, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.453125, 
  2165,      231,     -860,       65,      177,    -1456,      256,      110,     -813, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.457031, 
  2166,    -1003,    -1277,    -1205,     -572,    -1063,    -1509,     -578,     -865, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.460938, 
  2167,    -1651,    -1614,     -982,     -505,    -1042,    -2474,     -559,     -800, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.464844, 
  2168,    -1592,     -770,    -1122,     -721,     -649,    -1318,     -841,    -1289, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.468750, 
  2169,    -1070,    -1207,     -810,    -2364,    -1078,     -483,    -1104,     -747, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.472656, 
  2170,     -927,     -350,    -1875,    -1570,    -1036,     -797,     -538,    -1800, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.476562, 
  2171,     -667,    -1003,     -544,     -949,    -1235,    -1403,     -981,      314, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.480469, 
  2172,    -1425,     -548,    -2046,     -413,      105,     -577,       76,     -458, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.484375, 
  2173,      133,     -392,    -1573,    -1111,       -7,     -696,    -1279,    -1215, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.488281, 
  2174,     -601,        8,     1094,     -930,      169,    -1300,      386,      580, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.492188, 
  2175,     -418,     -597,     -275,     -242,     -555,     -261,     -284,     -792, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.496094, 
  2176,       33,      788,     1142,     1075,     -158,      685,      686,      251, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.500000, 
  2177,      837,     -399,     -151,    -1052,      712,      206,     -565,      597, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.503906, 
  2178,      553,      604,     -834,    -1203,      182,     -439,      903,      491, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.507812, 
  2179,      361,      -83,       20,     1890,      103,     1883,      816,      889, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.511719, 
  2180,      613,      750,     2635,     -196,     1024,      164,     1035,     1165, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.515625, 
  2181,     1705,     1484,      -59,      614,        9,     1137,      -27,      493, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.519531, 
  2182,     1597,     1262,     2081,     -117,      748,     1449,     1214,     1421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.523438, 
  2183,     1084,     1548,     1070,      635,     1437,     1121,     1253,     1198, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.527344, 
  2184,      837,      533,      817,      646,      834,      581,     -112,     2395, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.531250, 
  2185,     2144,     1202,       89,     1673,     -110,     -626,      175,     1922, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.535156, 
  2186,      722,      -53,     -193,      894,      728,     1198,      874,      222, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.539062, 
  2187,      326,     -101,      584,     -655,     -197,     -577,      831,      371, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.542969, 
  2188,     -147,       75,      873,    -1292,      555,      640,      293,     -270, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.546875, 
  2189,       10,      341,      -97,      106,      112,      516,      120,     -254, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.550781, 
  2190,    -2476,     -799,       63,     -781,     -665,    -1252,     -122,      223, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.554688, 
  2191,       79,     -143,     -895,    -1095,    -1113,    -1439,     -717,     -668, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.558594, 
  2192,    -1604,     -595,      707,       44,    -1320,    -1014,     -651,    -1145, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.562500, 
  2193,    -1328,     -620,     -686,    -2025,      891,     -229,    -1611,     -567, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.566406, 
  2194,    -1831,    -1465,      472,    -1137,    -2429,    -1292,    -1156,    -2381, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.570312, 
  2195,    -1377,    -1141,    -1531,     -459,    -2064,     -820,     -834,    -1388, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.574219, 
  2196,    -1050,     -884,     -851,    -1613,      -81,    -1158,       32,     -194, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.578125, 
  2197,     -114,     -484,        8,      160,     -115,     -183,     -820,      -86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.582031, 
  2198,      307,    -1099,     -462,    -1236,     -315,     -983,      746,      -30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.585938, 
  2199,      931,    -1237,      -23,     -418,    -1707,     -854,      794,    -1554, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.589844, 
  2200,      -93,    -1593,     -817,     -627,      199,     -854,     -292,    -1345, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.593750, 
  2201,      -89,      557,     -215,    -1781,     -600,     -656,     -441,     -608, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.597656, 
  2202,      795,      906,     -315,       -9,      206,      986,     1533,      -22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.601562, 
  2203,     -101,     -877,      414,     1003,      744,      231,      678,     -280, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.605469, 
  2204,       -6,      692,      515,      -52,      982,        3,      616,     -692, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.609375, 
  2205,      527,      521,      419,      352,      337,     -347,      -50,     1251, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.613281, 
  2206,      837,     1676,     1284,      513,     1722,      678,      220,     1291, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.617188, 
  2207,     -492,      753,      179,     1254,     1439,      343,     -134,      488, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.621094, 
  2208,     1590,     1240,     -567,      633,      230,      196,     1518,     1413, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.625000, 
  2209,      964,      517,      419,      818,      480,      283,      794,     1564, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.628906, 
  2210,     1218,      221,     2127,      707,      173,      764,      147,     -723, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.632812, 
  2211,     -532,     1036,      863,      170,      479,     -257,      -96,     1199, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.636719, 
  2212,     -117,     1053,     -238,     1463,      751,      123,     -605,      580, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.640625, 
  2213,     -363,     -734,      415,     -570,    -1124,      711,     -162,    -1242, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.644531, 
  2214,     -238,      664,     -191,      369,    -1433,     -473,     -177,      930, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.648438, 
  2215,     -337,     -969,      -54,      541,     -873,    -1029,    -1985,       96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.652344, 
  2216,       74,    -2074,       81,     -601,      398,      199,    -1250,    -1227, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.656250, 
  2217,     -606,     -665,     -542,     -631,     -513,     -731,    -1168,      -71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.660156, 
  2218,    -1293,     -455,     -715,     -440,      262,     -913,      -56,     -371, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.664062, 
  2219,      596,    -1888,      126,    -1120,     -976,     -521,    -1180,     -248, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.667969, 
  2220,    -1072,    -2225,     -532,    -2167,    -1459,     -952,    -1985,    -1986, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.671875, 
  2221,    -1472,    -1196,     -733,    -1031,    -1989,     -817,    -1440,     -920, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.675781, 
  2222,    -2047,    -1203,     -753,      322,    -1338,    -1836,      582,    -1361, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.679688, 
  2223,     -592,      266,    -1032,     -271,    -1069,    -1216,     -654,     -752, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.683594, 
  2224,      -20,     -476,    -1320,     -432,    -2112,      765,     -898,    -1684, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.687500, 
  2225,    -1052,      205,      162,      220,     -851,     -985,    -1097,    -1165, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.691406, 
  2226,      347,       68,      784,     -169,     -642,      -26,      278,      769, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.695312, 
  2227,      202,     1199,      433,      166,      161,     1315,      583,      679, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.699219, 
  2228,     -833,     -241,      736,       67,      328,      817,     1009,      716, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.703125, 
  2229,      965,      486,      -49,      865,      760,      740,     2732,     1205, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.707031, 
  2230,      523,     -351,      301,      341,     -387,      163,      220,     -902, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.710938, 
  2231,       59,     1360,      -44,      603,       53,      397,      900,      419, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.714844, 
  2232,     1522,     1628,      713,     1470,     1502,      673,     1387,      691, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.718750, 
  2233,     1522,     1478,     1552,      762,      718,     1119,      880,      298, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.722656, 
  2234,       81,      767,      383,     1230,     1419,     1705,     -289,     -699, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.726562, 
  2235,      956,     -240,      709,     1193,      664,      838,     1306,     1092, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.730469, 
  2236,      757,      563,     1092,      569,      746,      238,      356,      829, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.734375, 
  2237,      400,       -8,     1256,      211,      800,      381,     -157,     -115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.738281, 
  2238,     -102,      863,     -861,     -641,     -129,      593,     -296,      733, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.742188, 
  2239,      -72,     -258,     -292,     -708,     -420,      253,     1075,      102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.746094, 
  2240,      439,     -491,     -686,      218,     -647,     -357,      635,      295, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.750000, 
  2241,     -122,     1061,     -985,       -1,     -449,    -1149,    -1227,     -882, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.753906, 
  2242,    -1874,      -44,     -837,    -1244,     -195,      142,    -1889,     -228, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.757812, 
  2243,    -2167,       -6,    -2035,     -462,    -1001,     -904,     -319,     -314, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.761719, 
  2244,    -2079,    -1176,    -1079,     -687,      -57,     -668,      312,     -695, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.765625, 
